OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AZ,USGS Arizona Water Science Center,USGS-312123109351201,D-24-27 10DBB2,Well,,15080301,,,,,31.35593556000000,-109.5878456000000,24000,5,seconds,Interpolated from MAP.,NAD83,3925.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19430101,336,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312123110164301,D-24-20 11DBD,Spring,,15050202,,,,,31.35611110000000,-110.2789167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6052.,feet,4.,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312124109585801,D-24-23 11CBA,Well,,15050202,,,,,31.35732388000000,-109.9833250000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,4518.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,150,ft,175,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312125109372201,D-24-27 08BDD,Well,,15080301,,,,,31.35704656000000,-109.6234018000000,62500,5,seconds,Interpolated from MAP.,NAD83,4000.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,120,ft,120,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312128109555701,D-24-24 08CBA,Well,,15050202,,,,,31.35787945000000,-109.9331297000000,24000,5,seconds,Interpolated from MAP.,NAD83,4629.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312133110100301,D-24-21 12BDC,Well,,15050202,,,,,31.35937937000000,-110.1682165000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,4412.5,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,305,ft,305,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312136109282201,D-24-28 11BCB,Well,,15080301,,,,,31.35982464000000,-109.4761767000000,24000,5,seconds,Interpolated from MAP.,NAD83,4300.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,194906,190,ft,190,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312144110152901,D-24-20 12ADA,Spring,,15050202,,,,,31.36219444000000,-110.2579167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6300.,feet,13,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312145109452401,D-24-25 12ABB,Well,,15080301,,,,,31.36260167000000,-109.7570154000000,24000,5,seconds,Interpolated from MAP.,NAD83,4257.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,185,ft,185,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312145110142701,D-24-21 07ADA,Spring,,15050202,,,,,31.36236110000000,-110.2407222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5700.,feet,13,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312155109411601,D-24-26 03DCC2,Well,,15080301,,,,,31.36537950000000,-109.6884030000000,24000,5,seconds,Interpolated from MAP.,NAD83,4135.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312202109394401,D-24-26 01CCB1,Well,,15080301,,,,,31.36732395000000,-109.6628470000000,24000,5,seconds,Interpolated from MAP.,NAD83,4073.40,feet,.5,feet,Level or other surveyed method.,NGVD29,US,04,003,,,,,,,110,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312207110070702,D-24-22 04CBA4 [PAL-UD],Well,,15050202,,,,,31.36890556000000,-110.1192944000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,4236.52,feet,.15,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,003,Basin and Range basin-fill aquifers,,Unconfined single aquifer,20000607,32,ft,32,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312214110071602,D-24-22 04CBC2 [PALUWD],Well,,15050202,,,,,31.37070278000000,-110.1221194000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,4236.60,feet,.15,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,003,Basin and Range basin-fill aquifers,,Unconfined single aquifer,20010308,73.5,ft,73.5,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312215110071601,D-24-22 04CBB,Well,,15050202,,,,,31.37070278000000,-110.1220806000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,4236.24,feet,.15,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,003,,,,,,,203.5,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312216109551401,D-24-24 05AAA,Well,,15050202,,,,,31.37121240000000,-109.9211852000000,24000,5,seconds,Interpolated from MAP.,NAD83,4795.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312218109322901,D-24-28 06BCD,Well,,15080301,,,,,31.37287958000000,-109.5425670000000,24000,5,seconds,Interpolated from MAP.,NAD83,4030.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19640413,450,ft,450,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312220110033501,D-24-22 01DBA,Well,,15050202,,,,,31.37268450000000,-110.0607430000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,4325.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,Basement,,1933,222,ft,222,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312226109372801,D-24-27 05BDB,Well,,15080301,,,,,31.37426827000000,-109.6259020000000,24000,5,seconds,Interpolated from MAP.,NAD83,4000.0,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,04,003,,,,1912,330,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312228110080801,D-24-22 05BCA,Well,,15050202,,,,,31.37457334000000,-110.1362440000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,4273.,feet,1,feet,Differentially corrected Global Positioning System.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312230110073901,D-24-22 05ACA,Well,,15050202,,,,,31.37510110000000,-110.1281328000000,24000,5,seconds,Interpolated from MAP.,NAD83,4262.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,1954,325,ft,325,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312237109105101,D-24-31 10CCA,Well,,15080302,,,,,31.35204866000000,-109.1797799000000,24000,5,seconds,Interpolated from MAP.,NAD83,4004.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,1946,235,ft,250,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312244110021601,D-24-23 06AAA1,Well,,15050202,,,,,31.37996208000000,-110.0386317000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,4423.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,194906,250,ft,250,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312250110063901,D-23-22 33DCD2 [PALO DEEP],Well,,15050202,,,,,31.38010095000000,-110.1103549000000,24000,5,seconds,Interpolated from MAP.,NAD83,4225.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,Basin and Range basin-fill aquifers,,Unconfined single aquifer,19540627,91.5,ft,91.5,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312255110113301,D-24-21 03AAB,Well,,15050202,,,,,31.38204530000000,-110.1931338000000,24000,5,seconds,Interpolated from MAP.,NAD83,4605.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312256110082501,D-23-22 31DDA,Well,,15050202,,,,,31.38438889000000,-110.1425556000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,4300.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,Basin and Range basin-fill aquifers,"Basin Fill, Upper",Unconfined single aquifer,19871130,205,ft,205,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312256110091801,D-23-22 31CCB,Well,,15050202,,,,,31.38232309000000,-110.1556333000000,62500,5,seconds,Interpolated from MAP.,NAD83,4365.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312300110061901,D-23-22 33DDA,Well,,15050202,,,,,31.38343418000000,-110.1059104000000,62500,1,seconds,Interpolated from MAP.,NAD83,4235.,feet,012,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19720719,100,ft,100,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312304110060701,D-23-22 34CBD2,Well,,15050202,,,,,31.38454526000000,-110.1025770000000,24000,5,seconds,Interpolated from MAP.,NAD83,4240.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,1943,165,ft,165,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312334109144601,D-23-30 36BAA,Well,,15080302,,,,,31.39149146000000,-109.2442267000000,24000,5,seconds,Interpolated from MAP.,NAD83,3916.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,1912,272,ft,308,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312343109122401,D-24-31 05ACC,Well,,15080302,,,,,31.39538050000000,-109.2072812000000,24000,10,seconds,Interpolated from MAP.,NAD83,3990.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312356110064201,D-23-22 28DBC,Well,,15050202,,,,,31.39877778000000,-110.1122222000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,4212.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,"Basin Fill, Upper",Unconfined single aquifer,,117,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312357110073901,D-23-22 29DBD1 [3-CAN S],Well,,15050202,,,,,31.39861110000000,-110.1293889000000,24000,Unknown,Unknown,Survey-grade GPSF,NAD83,4276.62,feet,.1,feet,Survey-grade GPSF,NAVD88,US,04,003,Basin and Range basin-fill aquifers,,Confined single aquifer,19640928,460,ft,460,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312415109092401,D-23-31 26ABC2,Well,,15080302,,,,,31.40426957000000,-109.1572799000000,24000,5,seconds,Interpolated from MAP.,NAD83,4137.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,1930,325,ft,325,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312420109281901,D-23-28 26BAB,Well,,15080301,,,,,31.40565650000000,-109.4728437000000,24000,5,seconds,Interpolated from MAP.,NAD83,4350.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,130,ft,130,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312426110252001,D-23-19 28BBD2,Well,,15050301,,,,,31.40732149000000,-110.4228587000000,24000,5,seconds,Interpolated from MAP.,NAD83,5570.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19790801,150,ft,150,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312433109344901,D-23-27 22DDA2,Well,,15080301,,,,,31.41037837000000,-109.5806237000000,24000,5,seconds,Interpolated from MAP.,NAD83,4042.0,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,04,003,,,,,350,ft,350,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312438110065401,D-23-22 21CDA,Well,,15050202,,,,,31.41065556000000,-110.1156330000000,62500,1,seconds,Interpolated from MAP.,NAD83,4220.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,Basement,,193804,100,ft,100,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312445109374901,D-23-27 19DAD1,Well,,15080301,,,,,31.41260049000000,-109.6309024000000,24000,5,seconds,Interpolated from MAP.,NAD83,3982.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,39,ft,39,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312445110061501,D-23-22 22CCC,Well,,15050202,,,,,31.41259995000000,-110.1047996000000,24000,10,seconds,Interpolated from MAP.,NAD83,4175.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19960308,15.05,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312446109375001,D-23-27 19DAD2,Well,,15080301,,,,,31.41287826000000,-109.6311802000000,24000,5,seconds,Interpolated from MAP.,NAD83,3982.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,85,ft,85,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312502110055301,D-23-22 22BDD,Well,,15050202,,,,,31.41732200000000,-110.0970218000000,24000,5,seconds,Interpolated from MAP.,NAD83,4190.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19511022,475,ft,475,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312505110063901,D-23-22 21ACD,Well,,15050202,,,,,31.41815530000000,-110.1114665000000,24000,5,seconds,Interpolated from MAP.,NAD83,4198.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,Basement,,195307,264,ft,264,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312515110062801,D-23-22 21AAC1,Well,,15050202,,,,,31.42093300000000,-110.1084109000000,62500,5,seconds,Interpolated from MAP.,NAD83,4185.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,500,ft,500,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312520109375001,D-23-27 19AAA,Well,,15080301,,,,,31.42176689000000,-109.6317358000000,24000,5,seconds,Interpolated from MAP.,NAD83,3981.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,96,ft,96,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312528109133101,D-23-31 18DCB2,Well,,15080302,,,,,31.42454620000000,-109.2250598000000,24000,5,seconds,Interpolated from MAP.,NAD83,4050.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,1931,328,ft,328,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312540109534401,D-23-24 15CAC,"Subsurface: Tunnel, shaft, or mine",,15080301,,,,,31.42787750000000,-109.8961853000000,24000,5,seconds,Interpolated from MAP.,NAD83,4880.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,194201,,,2175,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312550109290401,D-23-28 15DBD,Well,,15080301,,,,,31.42621136000000,-109.4817330000000,24000,5,seconds,Interpolated from MAP.,NAD83,4328.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,175,ft,175,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312554110054401,D-23-22 15ACC1,Well,,15050202,,,,,31.43176603000000,-110.0959109000000,24000,5,seconds,Interpolated from MAP.,NAD83,4185.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,240,ft,240,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312555110061401,D-23-22 15BCC,Well,,15050202,,,,,31.43204379000000,-110.1045220000000,24000,5,seconds,Interpolated from MAP.,NAD83,4160.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,240,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312610109354901,D-23-27 16AAA,Well,,15080301,,,,,31.43621090000000,-109.5975687000000,24000,5,seconds,Interpolated from MAP.,NAD83,4040.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19660414,500,ft,500,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312611110062301,D-23-22 16AAA,Spring,,15050202,,,,,31.43648810000000,-110.1070222000000,24000,5,seconds,Interpolated from MAP.,NAD83,4850.,feet,25,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312617109375001,D-23-27 07DDD2,Well,,15080301,,,,,31.43815530000000,-109.6311804000000,24000,5,seconds,Interpolated from MAP.,NAD83,4005.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19720818,149,ft,149,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312621110062601,"SAN PEDRO RIVER NEAR HEREFORD RD, AZ",Stream,,15050202,923.79,sq mi,,,31.43926579000000,-110.1078556000000,24000,5,seconds,Interpolated from MAP.,NAD83,4150.,feet,13,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312630110143101,D-23-21 07DDA  UNSURV,Well,,15050202,,,,,31.44176556000000,-110.2425797000000,24000,5,seconds,Interpolated from MAP.,NAD83,4750.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312638109355901,D-23-27 09DAB,Well,,15080301,,,,,31.44426623000000,-109.6006243000000,24000,5,seconds,Interpolated from MAP.,NAD83,4055.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19650522,500,ft,500,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312638110263001,D-23-22 09D    UNSURV,Well,,15050301,,,,,31.44398680000000,-110.4423037000000,24000,10,seconds,Interpolated from MAP.,NAD83,5570.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,22.5,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312658109360401,D-23-27 09ABD,Well,,15080301,,,,,31.44954386000000,-109.6020133000000,24000,5,seconds,Interpolated from MAP.,NAD83,4066.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,Basin and Range basin-fill aquifers,,Unconfined single aquifer,19700805,650,ft,650,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312658109411701,D-23-26 10ABC,Well,,15080301,,,,,31.44982165000000,-109.6892371000000,24000,5,seconds,Interpolated from MAP.,NAD83,4013.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,194807,125,ft,125,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312705109394601,D-23-26 12BBB1,Well,,15080301,,,,,31.45204380000000,-109.6622922000000,24000,5,seconds,Interpolated from MAP.,NAD83,3996.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,100,ft,100,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312707110135301,D-23-21 08ABB,Well,,15050202,,,,,31.45204300000000,-110.2320240000000,62500,5,seconds,Interpolated from MAP.,NAD83,4630.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,1929,70.0,ft,70.0,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312712110152101,D-23-21 06CCC2 [RAMBO],Well,,15050202,,,,,31.45343180000000,-110.2564688000000,24000,5,seconds,Interpolated from MAP.,NAD83,4840.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,Basin and Range basin-fill aquifers,,,19690318,675,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312717110062901,D-23-22 09B    UNSURV,Well,,15050202,,,,,31.45482086000000,-110.1086890000000,24000,10,seconds,Interpolated from MAP.,NAD83,4145.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19960110,12.5,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312728110215501,D-23-19 01DBC,Spring,,15050202,,,,,31.45787560000000,-110.3659143000000,24000,1,seconds,Interpolated from MAP.,NAD83,6160.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312730109113701,D-23-31 04CAB,Well,,15080302,,,,,31.45676775000000,-109.1942260000000,24000,5,seconds,Interpolated from MAP.,NAD83,4195.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,1953,475,ft,675,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312730110215301,D-23-19 01DBB,Spring,,15050202,,,,,31.45843114000000,-110.3653587000000,24000,5,seconds,Interpolated from MAP.,NAD83,5820.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312738110155201,D-23-20 01ACC2,Well,,15050202,,,,,31.45991667000000,-110.2650278000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,4825.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,Basin and Range basin-fill aquifers,"Basin Fill, Upper",Unconfined single aquifer,19941228,125,ft,125,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312741110031101,D-23-23 06BCC2,Well,,15050202,,,,,31.46133333000000,-110.0535278000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,4500.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,Basin and Range basin-fill aquifers,"Basin Fill, Upper",Unconfined single aquifer,19940801,490,ft,490,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312747109065501,D-23-32 06AAD2,Well,,15080302,,,,,31.46232380000000,-109.1170016000000,24000,5,seconds,Interpolated from MAP.,NAD83,4525.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,1929,180,ft,180,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312758109410301,D-23-26 03AAB1,Well,,15080301,,,,,31.46621008000000,-109.6847928000000,24000,5,seconds,Interpolated from MAP.,NAD83,4010.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,75,ft,75,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312807110213201,D-22-19 36DDD,Spring,,15050202,,,,,31.46870860000000,-110.3595255000000,24000,1,seconds,Interpolated from MAP.,NAD83,5825.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312821110211601,D-22-20 31CDB,Spring,,15050202,,,,,31.47259738000000,-110.3550810000000,24000,5,seconds,Interpolated from MAP.,NAD83,5425.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312840110122501,D-22-21 33AAA,Well,,15050202,,,,,31.48063889000000,-110.2088611000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,4450.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,Basin and Range basin-fill aquifers,"Basin Fill, Upper",Unconfined single aquifer,19930107,312,ft,312,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312850110163201,D-22-20 35AAA,Well,,15050202,,,,,31.48065304000000,-110.2761916000000,24000,5,seconds,Interpolated from MAP.,NAD83,4820.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,"Basin Fill, Upper",Unconfined single aquifer,19870207,160,ft,160,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312914110072601,D-22-22 33B  3 UNSURV,Well,,15050202,,,,,31.48731980000000,-110.1245230000000,24000,10,seconds,Interpolated from MAP.,NAD83,4112.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,003,,,,19960313,19,ft,,,NWIS
