sample,sampleLong,community,type,sampling_year,sampling,units,sample_name,aluminum,aluminumRaw,aluminumIdentifier,arsenic,arsenicRaw,arsenicIdentifier,barium,bariumRaw,bariumIdentifier,berylliumRaw,beryllium,berylliumIdentifier,cadmiumRaw,cadmium,cadmiumIdentifier,chromiumRaw,chromium,chromiumIdentifier,manganeseRaw,manganese,manganeseIdentifier,nickelRaw,nickel,nickelIdentifier,leadRaw,lead,leadIdentifier,zincRaw,zinc,zincIdentifier,copperRaw,copper,copperIdentifier,geoid,geoid_type
G35,GK35-Greenlee-BABY GREEN BEAN L,Greenlee,Legumes,2015-2016,,mg/kg,green beans,11.9,119.41,Post-Transition Metal,0.048,0.48,Metalloid,4.11,41.07,Alkaline Earth Metal,0.01,0.001,Alkaline Earth Metal,0.28,0.028,Transitional Metal,0.24,0.024,Transitional Metal,63.21,6.32,Transitional Metal,0.24,0.024,Transitional Metal,0.22,0.022,Post-Transition Metal,51.06,5.11,Transitional Metal,17.53,1.75,Transitional Metal,040119602002,block_group
G35,GK35-Greenlee-HOT PEPPER,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Pepper,1.92,19.15,Post-Transition Metal,0.011,0.1,Metalloid,0.087,0.87,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.43,0.043,Transitional Metal,0.12,0.012,Transitional Metal,10.92,1.09,Transitional Metal,0.18,0.018,Transitional Metal,0.04,0.004,Post-Transition Metal,19.62,1.96,Transitional Metal,14.02,1.4,Transitional Metal,040119602002,block_group
G35,GK35-Greenlee-HOT PEPPER L,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Pepper,4.57,45.68,Post-Transition Metal,0.122,1.22,Metalloid,1.61,16.07,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.89,0.089,Transitional Metal,0.11,0.011,Transitional Metal,130.06,13,Transitional Metal,0.38,0.038,Transitional Metal,0.22,0.022,Post-Transition Metal,37.22,3.72,Transitional Metal,44.84,4.48,Transitional Metal,040119602002,block_group
G35,GK35-Greenlee-ROMA TOMATO,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.228,2.28,Post-Transition Metal,0.011,0,Metalloid,0.032,0.32,Alkaline Earth Metal,0.02,0.002,Alkaline Earth Metal,0.08,0.008,Transitional Metal,0.02,0.0061,Transitional Metal,11,1.1,Transitional Metal,0.06,0.006,Transitional Metal,0.01,0.00078,Post-Transition Metal,23.21,2.32,Transitional Metal,8.8,0.88,Transitional Metal,040119602002,block_group
G35,GK35-Greenlee-ROMA TOMATO L,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,9.54,95.41,Post-Transition Metal,0.023,0.23,Metalloid,1.29,12.86,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.84,0.084,Transitional Metal,0.1,0.01,Transitional Metal,84,8.4,Transitional Metal,0.16,0.016,Transitional Metal,0.22,0.022,Post-Transition Metal,78.46,7.85,Transitional Metal,37.04,3.7,Transitional Metal,040119602002,block_group
G35,GK35-Greenlee-STRAWBERRY,Greenlee,Berries and Other Small Fruits,2015-2016,,mg/kg,strawberry,17.5,174.69,Post-Transition Metal,0.035,0.35,Metalloid,1.38,13.78,Alkaline Earth Metal,0.01,0.001,Alkaline Earth Metal,0.11,0.011,Transitional Metal,0.22,0.022,Transitional Metal,22.2,2.22,Transitional Metal,0.77,0.077,Transitional Metal,0.66,0.066,Post-Transition Metal,32.17,3.22,Transitional Metal,19.52,1.95,Transitional Metal,040119602002,block_group
G35,GK35-Greenlee-STRAWBERRY LEAF,Greenlee,Leafy,2015-2016,,mg/kg,strawberry,20.4,204.32,Post-Transition Metal,0.19,1.9,Metalloid,3.02,30.16,Alkaline Earth Metal,0.02,0.002,Alkaline Earth Metal,0.11,0.011,Transitional Metal,0.22,0.022,Transitional Metal,30.27,3.03,Transitional Metal,0.5,0.05,Transitional Metal,0.41,0.041,Post-Transition Metal,25.04,2.5,Transitional Metal,18.57,1.86,Transitional Metal,040119602002,block_group
G35,GK35-Greenlee-WATERMELON,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,watermelon,0.381,3.55,Post-Transition Metal,0.011,0.05,Metalloid,0.334,3.11,Alkaline Earth Metal,0.01,0.00107,Alkaline Earth Metal,0.05,0.00536,Transitional Metal,0.05,0.0065,Transitional Metal,2.21,0.237,Transitional Metal,0.4,0.0429,Transitional Metal,0.05,0.00536,Post-Transition Metal,63.36,6.8,Transitional Metal,11.82,1.27,Transitional Metal,040119602002,block_group
G37,GK37-Greenlee-OKRA,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Okra,0.556,3.66,Post-Transition Metal,0.016,0.02,Metalloid,2.31,15.17,Alkaline Earth Metal,0,0.00062,Alkaline Earth Metal,0.57,0.0866,Transitional Metal,0.02,0.0092,Transitional Metal,34.55,5.25,Transitional Metal,0.82,0.125,Transitional Metal,0.01,0.0012,Post-Transition Metal,49.76,7.56,Transitional Metal,14.47,2.2,Transitional Metal,040119601001,block_group
G37,GK37-Greenlee-SQUASH,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Spaghetti squash,0.224,3.45,Post-Transition Metal,0.0069,0.02,Metalloid,0.431,6.63,Alkaline Earth Metal,0,0.00027,Alkaline Earth Metal,0.04,0.0026,Transitional Metal,0.05,0.004,Transitional Metal,20.83,1.35,Transitional Metal,5.8,0.377,Transitional Metal,0.01,0.00051,Post-Transition Metal,47.11,3.06,Transitional Metal,24.69,1.61,Transitional Metal,040119601001,block_group
G37,GK37-Greenlee-TOMATO,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Cherry Tomato,0.884,7.71,Post-Transition Metal,0.012,0.02,Metalloid,0.257,2.24,Alkaline Earth Metal,0,0.00047,Alkaline Earth Metal,0.28,0.0321,Transitional Metal,0.05,0.007,Transitional Metal,13.86,1.59,Transitional Metal,0.79,0.0906,Transitional Metal,0,0.00089,Post-Transition Metal,23.2,2.66,Transitional Metal,16.2,1.86,Transitional Metal,040119601001,block_group
G41,GK41-Greenlee-TOMATO 1,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.24,8.72,Post-Transition Metal,0.0029,0.02,Metalloid,0.0359,1.3,Alkaline Earth Metal,0,0.00011,Alkaline Earth Metal,0.14,0.00386,Transitional Metal,0.07,0.0017,Transitional Metal,9.82,0.271,Transitional Metal,0.22,0.00607,Transitional Metal,0.02,0.000552,Post-Transition Metal,34.06,0.939,Transitional Metal,11.01,0.304,Transitional Metal,040119602002,block_group
G41,GK41-Greenlee-TOMATO 2,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.00521,4.73,Post-Transition Metal,0.00012,0,Metalloid,0.00106,0.96,Alkaline Earth Metal,0,0.0000045,Alkaline Earth Metal,0.22,0.000242,Transitional Metal,0.07,0.000067,Transitional Metal,9.49,0.0104,Transitional Metal,0.09,0.0000991,Transitional Metal,0.1,0.00011,Post-Transition Metal,19.33,0.0213,Transitional Metal,9.08,0.01,Transitional Metal,040119602002,block_group
G41,GK41-Greenlee-TOMATO 3,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.536,3.5,Post-Transition Metal,0.016,0,Metalloid,0.0521,0.34,Alkaline Earth Metal,0,0.00063,Alkaline Earth Metal,0.18,0.0276,Transitional Metal,0.09,0.0138,Transitional Metal,12.25,1.88,Transitional Metal,0.09,0.0138,Transitional Metal,0.11,0.0168,Post-Transition Metal,21.75,3.33,Transitional Metal,10.28,1.57,Transitional Metal,040119602002,block_group
G41,GK41-Greenlee-TOMATO 4,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.129,3.18,Post-Transition Metal,0.0043,0,Metalloid,0.024,0.59,Alkaline Earth Metal,0,0.00017,Alkaline Earth Metal,0.08,0.00325,Transitional Metal,0.3,0.0122,Transitional Metal,16.12,0.656,Transitional Metal,0.29,0.0118,Transitional Metal,0.02,0.000814,Post-Transition Metal,29.39,1.2,Transitional Metal,17.09,0.695,Transitional Metal,040119602002,block_group
G43,GK43-Greenlee-HABANERO PEPPER,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Pepper,0.522,21.27,Post-Transition Metal,0.0026,0.03,Metalloid,0.043,1.75,Alkaline Earth Metal,0,0.0001,Alkaline Earth Metal,0.15,0.00368,Transitional Metal,0.1,0.00246,Transitional Metal,14.27,0.35,Transitional Metal,0.23,0.00565,Transitional Metal,0.07,0.00172,Post-Transition Metal,19.88,0.488,Transitional Metal,12.27,0.301,Transitional Metal,040119603001,block_group
G43,GK43-Greenlee-JALAPENOS,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,jalapeno,0.254,5.83,Post-Transition Metal,0.0046,0.01,Metalloid,0.0741,1.7,Alkaline Earth Metal,0.01,0.000436,Alkaline Earth Metal,0.28,0.0122,Transitional Metal,0.04,0.0027,Transitional Metal,19.14,0.835,Transitional Metal,1.23,0.0536,Transitional Metal,0.03,0.00131,Post-Transition Metal,27.16,1.18,Transitional Metal,12.14,0.529,Transitional Metal,040119603001,block_group
G43,GK43-Greenlee-YELLOW HOT,Greenlee,,2015-2016,,mg/kg,,0.285,7.16,Post-Transition Metal,0.0042,0.02,Metalloid,0.0402,1.01,Alkaline Earth Metal,0.01,0.000398,Alkaline Earth Metal,0.15,0.00597,Transitional Metal,0.04,0.0024,Transitional Metal,14.93,0.594,Transitional Metal,0.96,0.0382,Transitional Metal,0.05,0.00199,Post-Transition Metal,24.17,0.962,Transitional Metal,11.83,0.471,Transitional Metal,040119603001,block_group
G45,GK45-Greenlee-HEINZ TOMATO,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.872,2.51,Post-Transition Metal,0.037,0.02,Metalloid,0.267,0.77,Alkaline Earth Metal,0.01,0.00347,Alkaline Earth Metal,0.09,0.0312,Transitional Metal,0.03,0.021,Transitional Metal,19.58,6.8,Transitional Metal,0.15,0.0521,Transitional Metal,0.03,0.0104,Post-Transition Metal,44.15,15.3,Transitional Metal,14.64,5.08,Transitional Metal,040119601001,block_group
G45,GK45-Greenlee-OREGANO LEAF,Greenlee,Herbs,2015-2016,,mg/kg,Oregano,50.2,91.31,Post-Transition Metal,0.297,0.54,Metalloid,20.7,37.74,Alkaline Earth Metal,0,0.0023,Alkaline Earth Metal,0.06,0.033,Transitional Metal,0.29,0.159,Transitional Metal,48.89,26.9,Transitional Metal,0.93,0.511,Transitional Metal,0.34,0.187,Post-Transition Metal,55.9,30.7,Transitional Metal,17.99,9.88,Transitional Metal,040119601001,block_group
